chr1	chunk1_start	chunk1_end	chr2	chunk2_start	chunk2_end	contactCount	p-value	q-value
10	108000000	109000000	11	0	1000000	12	2.9327070000000005e-25	7.229245999999999e-23
10	109000000	110000000	11	0	1000000	10	1.9505769999999998e-20	4.298353e-18
10	110000000	111000000	11	0	1000000	13	1.955843e-28	5.206699e-26
10	111000000	112000000	11	0	1000000	11	8.646642e-23	2.010366e-20
10	112000000	113000000	11	0	1000000	16	5.025617e-34	1.5164599999999998e-31
10	113000000	114000000	11	0	1000000	8	3.115049e-16	6.3287e-14
10	114000000	115000000	11	0	1000000	16	3.2134410000000003e-34	9.730861e-32
10	115000000	116000000	11	0	1000000	17	9.071212999999999e-37	2.903485e-34
10	116000000	117000000	11	0	1000000	15	9.337555e-32	2.677893e-29
10	117000000	118000000	11	0	1000000	8	2.0604e-16	4.19583e-14
10	118000000	119000000	11	0	1000000	12	9.281185e-25	2.264216e-22
10	119000000	120000000	11	0	1000000	21	1.9479429999999997e-47	7.564656e-45
10	120000000	121000000	11	0	1000000	22	1.4021720000000001e-49	5.632838999999999e-47
10	121000000	122000000	11	0	1000000	23	7.996266999999999e-53	3.3686189999999996e-50
10	122000000	123000000	11	0	1000000	22	4.1533750000000004e-50	1.6824479999999997e-47
10	123000000	124000000	11	0	1000000	21	4.13208e-47	1.5977829999999998e-44
10	124000000	125000000	11	0	1000000	22	6.430938999999999e-50	2.597047e-47
10	125000000	126000000	11	0	1000000	16	3.4020829999999997e-35	1.0543379999999999e-32
10	126000000	127000000	11	0	1000000	28	7.527497999999999e-66	3.673170999999999e-63
10	127000000	128000000	11	0	1000000	19	3.097214e-42	1.1051919999999999e-39
10	128000000	129000000	11	0	1000000	17	3.3475969999999996e-38	1.1048159999999999e-35
10	129000000	130000000	11	0	1000000	17	2.24008e-37	7.267468000000001e-35
10	130000000	131000000	11	0	1000000	8	1.0029980000000001e-16	2.050044e-14
10	131000000	132000000	11	0	1000000	6	4.5263029999999995e-12	8.664523e-10
10	132000000	133000000	11	0	1000000	12	6.844247e-27	1.754963e-24
10	133000000	134000000	11	0	1000000	2	0.0006324932	0.11599809999999999
10	134000000	135000000	11	0	1000000	14	4.6621549999999996e-31	1.3191379999999998e-28
10	135000000	136000000	11	0	1000000	17	6.767059e-43	2.443498e-40
10	0	1000000	11	1000000	2000000	11	3.330474e-24	8.012042000000001e-22
10	1000000	2000000	11	1000000	2000000	10	1.323257e-21	2.988781e-19
10	2000000	3000000	11	1000000	2000000	10	1.8991170000000003e-21	4.272685e-19
10	3000000	4000000	11	1000000	2000000	16	1.6093219999999998e-34	4.9065410000000005e-32
10	4000000	5000000	11	1000000	2000000	14	8.127688e-30	2.230752e-27
10	5000000	6000000	11	1000000	2000000	22	3.035708e-50	1.2324139999999997e-47
10	6000000	7000000	11	1000000	2000000	17	5.040438e-37	1.622235e-34
10	7000000	8000000	11	1000000	2000000	10	7.800706999999999e-21	1.731506e-18
10	8000000	9000000	11	1000000	2000000	12	7.340578000000001e-25	1.794498e-22
10	9000000	10000000	11	1000000	2000000	4	1.0095380000000001e-07	1.871222e-05
10	10000000	11000000	11	1000000	2000000	4	1.1045819999999999e-07	2.046979e-05
10	11000000	12000000	11	1000000	2000000	13	1.2850889999999998e-27	3.3467729999999996e-25
10	12000000	13000000	11	1000000	2000000	10	1.649956e-20	3.641657999999999e-18
10	13000000	14000000	11	1000000	2000000	18	2.176688e-39	7.338406999999999e-37
10	14000000	15000000	11	1000000	2000000	12	7.804588999999999e-25	1.906919e-22
10	15000000	16000000	11	1000000	2000000	16	3.7080269999999996e-35	1.1486889999999998e-32
10	16000000	17000000	11	1000000	2000000	3	1.790393e-05	0.003289705
10	17000000	18000000	11	1000000	2000000	14	9.811915e-31	2.756258e-28
10	18000000	19000000	11	1000000	2000000	5	3.982713e-10	7.481814999999999e-08
10	19000000	20000000	11	1000000	2000000	4	1.017799e-07	1.8864589999999998e-05
10	20000000	21000000	11	1000000	2000000	12	2.477225e-25	6.116941e-23
10	21000000	22000000	11	1000000	2000000	15	4.787401999999999e-32	1.3807049999999998e-29
10	22000000	23000000	11	1000000	2000000	10	2.340761e-20	5.151291e-18
10	23000000	24000000	11	1000000	2000000	6	2.052782e-11	3.904886e-09
10	24000000	25000000	11	1000000	2000000	13	4.170485999999999e-27	1.0737370000000001e-24
10	25000000	26000000	11	1000000	2000000	10	1.720702e-20	3.796348e-18
10	26000000	27000000	11	1000000	2000000	3	9.08698e-06	0.001671929
10	27000000	28000000	11	1000000	2000000	12	4.0949530000000003e-25	1.006299e-22
10	28000000	29000000	11	1000000	2000000	20	3.990066e-45	1.49346e-42
10	29000000	30000000	11	1000000	2000000	13	1.801116e-27	4.678761e-25
10	30000000	31000000	11	1000000	2000000	16	1.2630819999999998e-34	3.86191e-32
10	31000000	32000000	11	1000000	2000000	13	8.413586999999999e-28	2.202746e-25
10	32000000	33000000	11	1000000	2000000	15	1.2312749999999998e-32	3.613736e-30
10	33000000	34000000	11	1000000	2000000	19	1.2899839999999996e-41	4.545339e-39
10	34000000	35000000	11	1000000	2000000	20	2.2271709999999997e-44	8.239734999999999e-42
10	35000000	36000000	11	1000000	2000000	18	3.7923629999999994e-39	1.2719319999999999e-36
10	36000000	37000000	11	1000000	2000000	9	4.1478349999999995e-18	8.723706e-16
10	37000000	38000000	11	1000000	2000000	7	1.061086e-14	2.095122e-12
10	38000000	39000000	11	1000000	2000000	2	0.0003662033	0.06720116
10	43000000	44000000	11	1000000	2000000	11	5.80645e-23	1.3543910000000002e-20
10	44000000	45000000	11	1000000	2000000	9	2.6329759999999997e-19	5.649911999999999e-17
10	45000000	46000000	11	1000000	2000000	8	4.2909639999999997e-16	8.702391999999999e-14
10	47000000	48000000	11	1000000	2000000	7	7.225305e-15	1.430014e-12
10	48000000	49000000	11	1000000	2000000	9	1.089986e-20	2.412441e-18
10	49000000	50000000	11	1000000	2000000	15	3.084059e-34	9.342139999999998e-32
10	50000000	51000000	11	1000000	2000000	20	3.439704e-45	1.2890339999999997e-42
10	52000000	53000000	11	1000000	2000000	7	8.795319e-14	1.72151e-11
10	53000000	54000000	11	1000000	2000000	4	1.569065e-07	2.9050570000000004e-05
10	54000000	55000000	11	1000000	2000000	12	5.385875e-25	1.320501e-22
10	55000000	56000000	11	1000000	2000000	6	7.762749000000001e-12	1.4824179999999997e-09
10	56000000	57000000	11	1000000	2000000	11	9.363621e-24	2.225724e-21
10	57000000	58000000	11	1000000	2000000	7	2.018527e-14	3.974349e-12
10	58000000	59000000	11	1000000	2000000	8	1.110039e-16	2.266816e-14
10	59000000	60000000	11	1000000	2000000	10	8.955353000000002e-21	1.9856950000000003e-18
10	60000000	61000000	11	1000000	2000000	14	6.383548e-30	1.756656e-27
10	61000000	62000000	11	1000000	2000000	7	1.545714e-13	3.013517e-11
10	62000000	63000000	11	1000000	2000000	7	1.7933729999999998e-13	3.490736e-11
10	63000000	64000000	11	1000000	2000000	11	1.398789e-22	3.2363690000000003e-20
10	64000000	65000000	11	1000000	2000000	14	2.1296759999999998e-29	5.788598e-27
10	65000000	66000000	11	1000000	2000000	9	5.805634e-18	1.217978e-15
10	66000000	67000000	11	1000000	2000000	5	5.907555e-10	1.109008e-07
10	67000000	68000000	11	1000000	2000000	3	1.090909e-05	0.002006701
10	68000000	69000000	11	1000000	2000000	9	2.0165969999999997e-18	4.2607559999999997e-16
10	69000000	70000000	11	1000000	2000000	17	5.811901e-38	1.9097679999999996e-35
10	70000000	71000000	11	1000000	2000000	24	1.0573439999999999e-55	4.623502999999999e-53
10	71000000	72000000	11	1000000	2000000	19	5.880441e-42	2.0865389999999998e-39
10	72000000	73000000	11	1000000	2000000	42	7.072284999999999e-106	4.437590999999999e-103
10	73000000	74000000	11	1000000	2000000	35	3.266634999999999e-85	1.8468599999999997e-82
10	74000000	75000000	11	1000000	2000000	33	4.536199000000001e-81	2.4894459999999997e-78
10	75000000	76000000	11	1000000	2000000	38	1.2635089999999998e-95	7.552427999999999e-93
10	76000000	77000000	11	1000000	2000000	36	2.4949419999999996e-89	1.4440759999999996e-86
10	77000000	78000000	11	1000000	2000000	18	5.5693299999999995e-40	1.9068e-37
10	78000000	79000000	11	1000000	2000000	15	4.6030430000000004e-32	1.3282009999999998e-29
10	79000000	80000000	11	1000000	2000000	22	1.0057129999999998e-48	3.980109e-46
10	80000000	81000000	11	1000000	2000000	27	1.4222649999999996e-62	6.723591999999998e-60
10	81000000	82000000	11	1000000	2000000	10	3.192275e-21	7.137776e-19
10	82000000	83000000	11	1000000	2000000	12	2.455095e-25	6.062622000000001e-23
10	83000000	84000000	11	1000000	2000000	5	5.775983e-10	1.084441e-07
10	84000000	85000000	11	1000000	2000000	3	1.790305e-05	0.003289675
10	85000000	86000000	11	1000000	2000000	4	1.780106e-07	3.294069000000001e-05
10	86000000	87000000	11	1000000	2000000	9	2.655255e-18	5.601404000000001e-16
10	87000000	88000000	11	1000000	2000000	10	4.7122900000000006e-21	1.049873e-18
10	88000000	89000000	11	1000000	2000000	17	3.4196890000000004e-38	1.128528e-35
10	89000000	90000000	11	1000000	2000000	15	1.407087e-33	4.209693e-31
10	90000000	91000000	11	1000000	2000000	16	1.6388889999999999e-34	4.996025e-32
10	91000000	92000000	11	1000000	2000000	11	1.421704e-22	3.288726e-20
10	92000000	93000000	11	1000000	2000000	28	2.7495539999999995e-66	1.3451129999999997e-63
10	93000000	94000000	11	1000000	2000000	29	9.882675999999999e-70	4.984575999999999e-67
10	94000000	95000000	11	1000000	2000000	13	2.5225249999999998e-27	6.529927e-25
10	95000000	96000000	11	1000000	2000000	18	1.717886e-39	5.808201999999999e-37
10	96000000	97000000	11	1000000	2000000	7	7.298148999999999e-14	1.4299270000000002e-11
10	97000000	98000000	11	1000000	2000000	22	1.2224639999999999e-49	4.9152e-47
10	98000000	99000000	11	1000000	2000000	12	6.499519e-25	1.5906639999999998e-22
10	99000000	100000000	11	1000000	2000000	20	2.389801e-44	8.835732e-42
10	100000000	101000000	11	1000000	2000000	8	6.11664e-16	1.237992e-13
10	101000000	102000000	11	1000000	2000000	19	4.980022e-42	1.7703199999999998e-39
10	102000000	103000000	11	1000000	2000000	28	7.716990999999998e-66	3.7644399999999993e-63
10	103000000	104000000	11	1000000	2000000	32	8.842395999999999e-78	4.730337999999999e-75
10	104000000	105000000	11	1000000	2000000	26	1.3299319999999997e-60	6.161850999999999e-58
10	105000000	106000000	11	1000000	2000000	29	8.286333999999998e-68	4.117633999999999e-65
10	106000000	107000000	11	1000000	2000000	8	1.6425439999999997e-15	3.2973649999999997e-13
10	107000000	108000000	11	1000000	2000000	4	1.290152e-07	2.389814e-05
10	108000000	109000000	11	1000000	2000000	12	3.2381379999999998e-25	7.976167999999999e-23
10	109000000	110000000	11	1000000	2000000	15	1.663973e-32	4.863231e-30
10	110000000	111000000	11	1000000	2000000	3	1.226613e-05	0.002255785
10	111000000	112000000	11	1000000	2000000	8	7.954725e-16	1.607331e-13
10	112000000	113000000	11	1000000	2000000	15	1.6083999999999998e-31	4.5926670000000004e-29
10	113000000	114000000	11	1000000	2000000	5	1.3191839999999998e-09	2.472132e-07
10	114000000	115000000	11	1000000	2000000	12	1.691244e-24	4.098561e-22
10	115000000	116000000	11	1000000	2000000	9	1.2170170000000001e-17	2.534963e-15
10	116000000	117000000	11	1000000	2000000	9	1.307577e-17	2.722238e-15
10	117000000	118000000	11	1000000	2000000	4	1.2230080000000002e-07	2.265897e-05
10	118000000	119000000	11	1000000	2000000	11	2.311686e-22	5.3223279999999996e-20
10	119000000	120000000	11	1000000	2000000	24	2.7344e-55	1.190598e-52
10	120000000	121000000	11	1000000	2000000	29	3.279416e-68	1.6359579999999995e-65
10	121000000	122000000	11	1000000	2000000	24	2.0850100000000002e-55	9.088751e-53
10	122000000	123000000	11	1000000	2000000	14	1.1854799999999999e-29	3.242112e-27
10	123000000	124000000	11	1000000	2000000	26	2.9240369999999994e-60	1.349607e-57
10	124000000	125000000	11	1000000	2000000	23	1.7821299999999996e-52	7.476868000000001e-50
10	125000000	126000000	11	1000000	2000000	18	2.9476150000000003e-40	1.014015e-37
10	126000000	127000000	11	1000000	2000000	28	9.489263999999999e-66	4.6250569999999995e-63
10	127000000	128000000	11	1000000	2000000	22	5.637287e-50	2.278539e-47
10	128000000	129000000	11	1000000	2000000	7	7.478523e-14	1.4651429999999997e-11
10	129000000	130000000	11	1000000	2000000	7	1.6315450000000001e-13	3.179103e-11
10	130000000	131000000	11	1000000	2000000	8	1.0714440000000001e-16	2.188486e-14
10	131000000	132000000	11	1000000	2000000	12	2.524136e-26	6.38935e-24
10	132000000	133000000	11	1000000	2000000	11	2.570061e-24	6.200225999999999e-22
10	133000000	134000000	11	1000000	2000000	13	2.944123e-29	7.979238999999999e-27
10	134000000	135000000	11	1000000	2000000	16	3.7835529999999995e-36	1.1950789999999999e-33
10	135000000	136000000	11	1000000	2000000	7	8.8183670000000005e-16	1.779652e-13
10	0	1000000	11	2000000	3000000	9	1.006499e-18	2.1366740000000003e-16
10	1000000	2000000	11	2000000	3000000	16	5.826285e-36	1.834887e-33
10	2000000	3000000	11	2000000	3000000	5	1.3831740000000001e-09	2.591837e-07
10	3000000	4000000	11	2000000	3000000	18	1.8821369999999998e-38	6.235351e-36
10	4000000	5000000	11	2000000	3000000	13	1.420019e-26	3.615765e-24
10	5000000	6000000	11	2000000	3000000	16	9.067082999999998e-34	2.7220429999999997e-31
10	6000000	7000000	11	2000000	3000000	13	2.3572879999999997e-26	5.972589e-24
10	7000000	8000000	11	2000000	3000000	23	7.388878e-53	3.1150209999999998e-50
10	8000000	9000000	11	2000000	3000000	9	2.505285e-17	5.183636e-15
10	9000000	10000000	11	2000000	3000000	9	2.37088e-18	5.004019999999999e-16
10	10000000	11000000	11	2000000	3000000	4	1.943157e-07	3.59507e-05
10	11000000	12000000	11	2000000	3000000	14	3.252347e-29	8.807339e-27
10	12000000	13000000	11	2000000	3000000	14	2.617605e-29	7.100989e-27
10	13000000	14000000	11	2000000	3000000	20	2.8492409999999997e-43	1.032874e-40
10	14000000	15000000	11	2000000	3000000	21	4.023061e-46	1.5271599999999999e-43
10	15000000	16000000	11	2000000	3000000	7	3.037415e-13	5.886095e-11
10	16000000	17000000	11	2000000	3000000	10	7.235467e-20	1.574991e-17
10	17000000	18000000	11	2000000	3000000	12	5.166903e-25	1.267219e-22
10	18000000	19000000	11	2000000	3000000	8	1.51705e-16	3.093996e-14
10	19000000	20000000	11	2000000	3000000	8	4.732390000000001e-16	9.593413e-14
10	20000000	21000000	11	2000000	3000000	10	6.05049e-20	1.319982e-17
10	21000000	22000000	11	2000000	3000000	14	9.953560999999999e-29	2.666876e-26
10	22000000	23000000	11	2000000	3000000	10	9.661427999999999e-20	2.0965250000000003e-17
10	23000000	24000000	11	2000000	3000000	14	4.73037e-29	1.276553e-26
10	24000000	25000000	11	2000000	3000000	12	5.5921110000000004e-24	1.337942e-21
10	25000000	26000000	11	2000000	3000000	10	7.103638999999999e-20	1.54666e-17
10	26000000	27000000	11	2000000	3000000	10	7.439246000000001e-21	1.6519099999999998e-18
10	27000000	28000000	11	2000000	3000000	9	1.618511e-17	3.3627309999999995e-15
10	28000000	29000000	11	2000000	3000000	14	5.10337e-29	1.376244e-26
10	29000000	30000000	11	2000000	3000000	18	6.948869e-39	2.3191159999999998e-36
10	30000000	31000000	11	2000000	3000000	27	8.292029999999998e-62	3.884864999999999e-59
10	31000000	32000000	11	2000000	3000000	13	5.32549e-27	1.368199e-24
10	32000000	33000000	11	2000000	3000000	18	3.59866e-39	1.2074049999999998e-36
10	33000000	34000000	11	2000000	3000000	19	1.9166029999999995e-40	6.622038e-38
10	34000000	35000000	11	2000000	3000000	27	3.3741179999999996e-61	1.5712029999999997e-58
10	35000000	36000000	11	2000000	3000000	19	1.6479700000000001e-40	5.700730999999999e-38
10	36000000	37000000	11	2000000	3000000	9	1.4849479999999998e-17	3.087738e-15
10	37000000	38000000	11	2000000	3000000	3	9.953638999999999e-06	0.001831095
10	38000000	39000000	11	2000000	3000000	6	1.3185200000000001e-12	2.532835e-10
10	43000000	44000000	11	2000000	3000000	8	1.732033e-15	3.4748909999999995e-13
10	44000000	45000000	11	2000000	3000000	8	2.05483e-16	4.184672e-14
10	45000000	46000000	11	2000000	3000000	7	2.03897e-13	3.963254e-11
10	47000000	48000000	11	2000000	3000000	8	9.101337e-17	1.861229e-14
10	48000000	49000000	11	2000000	3000000	5	1.673301e-10	3.146883e-08
10	49000000	50000000	11	2000000	3000000	8	2.955082e-16	6.006616e-14
10	50000000	51000000	11	2000000	3000000	17	2.132688e-36	6.768373e-34
10	52000000	53000000	11	2000000	3000000	6	3.1042159999999997e-11	5.888426e-09
10	53000000	54000000	11	2000000	3000000	7	1.7615829999999998e-13	3.429728e-11
10	54000000	55000000	11	2000000	3000000	12	2.955117e-24	7.119838999999999e-22
10	55000000	56000000	11	2000000	3000000	10	2.0485970000000002e-20	4.5122099999999995e-18
10	56000000	57000000	11	2000000	3000000	6	1.231782e-11	2.3487729999999997e-09
10	57000000	58000000	11	2000000	3000000	8	2.9442009999999994e-16	5.985028999999999e-14
10	58000000	59000000	11	2000000	3000000	8	3.451574e-16	7.009309e-14
10	59000000	60000000	11	2000000	3000000	3	2.236031e-05	0.0041068929999999995
10	60000000	61000000	11	2000000	3000000	11	5.364964999999999e-22	1.2246139999999999e-19
10	61000000	62000000	11	2000000	3000000	11	5.929678e-22	1.3522429999999998e-19
10	62000000	63000000	11	2000000	3000000	11	7.492092e-22	1.7034000000000002e-19
10	63000000	64000000	11	2000000	3000000	11	6.655793999999999e-22	1.515355e-19
10	64000000	65000000	11	2000000	3000000	11	1.3805799999999999e-21	3.1159609999999995e-19
10	65000000	66000000	11	2000000	3000000	10	1.2136130000000002e-19	2.625491e-17
10	66000000	67000000	11	2000000	3000000	5	1.1986050000000001e-09	2.246901e-07
10	67000000	68000000	11	2000000	3000000	2	0.00106807	0.1957806
10	68000000	69000000	11	2000000	3000000	6	2.605471e-11	4.948057e-09
10	69000000	70000000	11	2000000	3000000	14	1.7310510000000002e-29	4.715966e-27
10	70000000	71000000	11	2000000	3000000	23	1.3263409999999998e-51	5.487130999999999e-49
10	71000000	72000000	11	2000000	3000000	34	2.746284999999999e-80	1.4976899999999998e-77
10	72000000	73000000	11	2000000	3000000	46	9.078106999999999e-115	5.919595999999999e-112
10	73000000	74000000	11	2000000	3000000	27	2.0818869999999998e-61	9.709313999999999e-59
10	74000000	75000000	11	2000000	3000000	34	8.144576999999999e-82	4.494346999999999e-79
10	75000000	76000000	11	2000000	3000000	37	1.9382139999999996e-90	1.127795e-87
10	76000000	77000000	11	2000000	3000000	23	8.950216000000001e-52	3.714424e-49
10	77000000	78000000	11	2000000	3000000	20	6.266669e-44	2.296305e-41
10	78000000	79000000	11	2000000	3000000	19	5.578535e-41	1.9443569999999998e-38
10	79000000	80000000	11	2000000	3000000	22	2.2896259999999997e-47	8.887053e-45
10	80000000	81000000	11	2000000	3000000	34	1.147736e-79	6.231884999999999e-77
10	81000000	82000000	11	2000000	3000000	20	9.805646e-46	3.6993659999999994e-43
10	82000000	83000000	11	2000000	3000000	8	1.825245e-15	3.659507e-13
10	83000000	84000000	11	2000000	3000000	6	8.375766e-12	1.5990190000000002e-09
10	84000000	85000000	11	2000000	3000000	4	3.775488e-07	6.969699e-05
10	85000000	86000000	11	2000000	3000000	4	3.1295370000000003e-07	5.781188e-05
10	86000000	87000000	11	2000000	3000000	6	3.128296e-11	5.933615e-09
10	87000000	88000000	11	2000000	3000000	8	7.419602e-16	1.499994e-13
